booking_id,passenger_id,flight_id,booking_date,status,passport_number,seat_number,emergency_contact_name,emergency_contact_phone
B1705,P1940,UK198,2026-01-31 11:37:36.952,CANCELLED,T9993242,3B,Lavanya Thakkar,+91-8701684029
B1706,P1340,6F171,2025-09-07 11:37:36.952,CANCELLED,H7444172,15C,Omya Edwin,+91-8559991687
B1707,P1860,AI004,2025-07-05 11:37:36.952,CANCELLED,L3869479,1B,Ryan Devi,+91-8415059365
B1708,P1019,6F157,2025-11-22 11:37:36.952,CONFIRMED,W5362689,3C,Zashil Ben,+91-9285710743
B1709,P1254,AI018,2025-10-03 11:37:36.952,CANCELLED,G8641009,22B,Vasana Prabhu,+91-8771970661
B1710,P1316,UK098,2025-08-05 11:37:36.952,CONFIRMED,L7421643,21E,Harshil Varty,+91-6996820381
B1711,P1037,6F167,2026-01-29 11:37:36.952,UNKNOWN,B9378146,4C,Jeet Mane,+91-9795294431
B1712,P1659,AI228,2025-09-06 11:37:36.952,CANCELLED,Z6143788,17C,Fiyaz Dyal,+91-7590739130
B1713,P1536,SJ242,2025-08-31 11:37:36.952,CANCELLED,B6618756,17D,Anjali Sengupta,+91-9241061328
B1714,P1385,6F227,2025-12-11 11:37:36.952,PENDING,N3681541,34C,Yochana Din,+91-6164221002
B1715,P1632,6F037,2025-08-27 11:37:36.952,CANCELLED,E7729108,20C,Rajeshri Chand,+91-6848939547
B1716,P1927,6F107,2025-12-22 11:37:36.952,PENDING,R8604356,28A,Tristan Seshadri,+91-8139196925
B1717,P1025,SJ125,2025-11-06 11:37:36.952,CANCELLED,H3746983,14A,Ikshita Bala,+91-9618667746
B1718,P1453,UK117,2025-06-17 11:37:36.952,CANCELLED,Z7306718,9B,Oeshi Bera,+91-7551647696
B1719,P1680,6F192,2025-11-12 11:37:36.952,CANCELLED,P7941908,29E,Meghana Thakkar,+91-9453365025
B1720,P1322,AI201,2025-11-27 11:37:36.952,CANCELLED,G8590673,27B,Kashvi Keer,+91-8829862378
B1721,P1736,SJ126,2026-03-25 11:37:36.952,PENDING,F8987605,21A,Libni Bumb,+91-8713108415
B1722,P1512,AI177,2026-02-10 11:37:36.952,PENDING,E2170486,5E,Kavya Kapur,+91-9833144457
B1723,P1818,AI092,2025-12-23 11:37:36.952,CANCELLED,R0663201,26B,Ayaan Nagar,+91-6609561969
B1724,P1772,6F076,2025-10-10 11:37:36.952,CANCELLED,G9928919,11D,Hardik Nayak,+91-6703284296
B1725,P1012,AI185,2025-04-29 11:37:36.952,PENDING,E6533717,1E,Madhav Devan,+91-9983000747
B1726,P1914,AI055,2025-05-14 11:37:36.952,CONFIRMED,K9426942,2B,Balvan Mangat,+91-7193520806
B1727,P1907,6F222,2026-03-15 11:37:36.952,CONFIRMED,H5490145,27D,Urmi Dewan,+91-6508431375
B1728,P1559,AI090,2025-12-12 11:37:36.952,CONFIRMED,Y2195873,1C,Upasna Sen,+91-8752038503
B1729,P1920,AI183,2025-06-03 11:37:36.952,PENDING,V2438843,4F,Abdul Buch,+91-7940535835
B1730,P1824,AI041,2025-04-29 11:37:36.952,PENDING,C7816780,25F,Anirudh Kunda,+91-9788153732
B1731,P1370,6F210,2025-07-12 11:37:36.952,CONFIRMED,J3158901,25F,Tanveer Doctor,+91-8929356891
B1732,P1290,AI170,2026-01-15 11:37:36.952,CONFIRMED,X2815037,3A,Pallavi Choudhry,+91-9158410707
B1733,P1331,SJ008,2026-04-16 11:37:36.952,CANCELLED,Y2640703,2E,Bhavya Khanna,+91-6655748779
B1734,P1605,AI049,2025-09-29 11:37:36.952,PENDING,Z1726282,27E,Charvi Dara,+91-7799308705
B1735,P1260,SJ132,2025-05-12 11:37:36.952,PENDING,K4850072,34E,Champak Khare,+91-8706607116
B1736,P1993,SJ224,2026-01-26 11:37:36.952,CONFIRMED,F7411680,28E,Oni Shankar,+91-6872269849
B1737,P1789,UK038,2025-06-11 11:37:36.952,CONFIRMED,Y6127662,1E,Dev Choudhry,+91-6669495244
B1738,P1870,SJ220,2025-08-14 11:37:36.952,PENDING,E0391702,27B,Xalak Wason,+91-8401303803
B1739,P1204,6F124,2025-06-29 11:37:36.952,CANCELLED,J3596245,34F,Amol Varma,+91-9106302522
B1740,P1696,SJ164,2025-11-16 11:37:36.952,CONFIRMED,C2042425,14D,Wyatt Dhawan,+91-6728747652
B1741,P1686,AI026,2025-05-18 11:37:36.952,PENDING,C2375302,18E,Bishakha Sanghvi,+91-9534939579
B1742,P1949,6F144,2025-09-14 11:37:36.952,PENDING,B3967024,16D,Aarav Pandit,+91-8242762145
B1743,P1386,6F137,2025-11-21 11:37:36.952,UNKNOWN,K0553648,6F,Wridesh Saha,+91-9948012137
B1744,P1891,UK139,2025-09-05 11:37:36.952,CANCELLED,M4036488,10A,Rachit Chada,+91-8869711410
B1745,P1820,UK139,2025-05-20 11:37:36.952,CONFIRMED,X7738546,27B,Jalsa Bir,+91-7236551103
B1746,P1467,SJ140,2025-08-31 11:37:36.952,CONFIRMED,H6066799,34D,Yashica Tripathi,+91-8728468793
B1747,P1414,6F131,2025-04-20 11:37:36.952,CONFIRMED,C2594972,9F,Anmol Ramakrishnan,+91-6375492405
B1748,P1068,UK128,2025-11-15 11:37:36.952,PENDING,F9862269,9A,Upma Bassi,+91-9547699749
B1749,P1471,SJ219,2026-02-19 11:37:36.952,CONFIRMED,N1799623,23D,Lila Prakash,+91-7731346991
B1750,P1103,SJ159,2025-09-21 11:37:36.952,PENDING,Y8335876,33D,Zehaan Babu,+91-9584192935
B1751,P1757,UK192,2025-09-19 11:37:36.952,CONFIRMED,Y2560413,17E,Ishanvi Bir,+91-7152458441
B1752,P1160,AI014,2025-08-13 11:37:36.952,CANCELLED,V4931539,34F,Hemani Khosla,+91-7920806711
B1753,P1199,SJ152,2025-08-08 11:37:36.952,CANCELLED,Y1226000,5C,Hemang Natarajan,+91-8153333127
B1754,P1215,SJ060,2026-02-11 11:37:36.952,PENDING,Z7629143,3C,Kiaan Basu,+91-6333782758
B1755,P1945,AI127,2026-02-17 11:37:36.952,CANCELLED,K1038975,10F,Indira Nigam,+91-9242158329
B1756,P1211,SJ096,2026-01-27 11:37:36.952,PENDING,B9986564,11F,Parth Shetty,+91-7418741838
B1757,P1507,AI215,2025-04-24 11:37:36.952,PENDING,A5920823,22B,Varenya Gopal,+91-6712277329
B1758,P1015,UK009,2026-02-28 11:37:36.952,CANCELLED,T6691948,26B,Krishna Bhatnagar,+91-6796896016
B1759,P1497,AI171,2025-10-26 11:37:36.952,PENDING,M6820175,16F,Tanvi Bansal,+91-6581648264
B1760,P1883,UK151,2026-01-14 11:37:36.952,CANCELLED,Y6618695,31B,Chaaya Jaggi,+91-8107223665
B1761,P1331,AI099,2025-05-22 11:37:36.952,CONFIRMED,K3474125,15A,Caleb Iyengar,+91-7617717364
B1762,P1716,UK050,2025-06-04 11:37:36.952,CONFIRMED,Y5610077,32B,Benjamin Mutti,+91-7178677986
B1763,P1876,UK092,2025-10-06 11:37:36.952,CANCELLED,T5036192,3B,Dayita Varma,+91-8994776964
B1764,P1550,SJ058,2025-06-20 11:37:36.952,CANCELLED,Y9919387,13B,Mitali Solanki,+91-9143287667
B1765,P1600,SJ090,2025-12-21 11:37:36.952,CANCELLED,G4244474,1C,Zehaan Bansal,+91-9563053223
B1766,P1941,6F173,2025-09-07 11:37:36.952,CANCELLED,A7862351,1F,Rayaan Mangal,+91-9544033967
B1767,P1255,AI186,2025-11-19 11:37:36.952,CONFIRMED,L1917085,6D,Ishanvi Batta,+91-7805888557
B1768,P1991,AI130,2026-03-23 11:37:36.952,PENDING,F8951456,13C,Garima Mahajan,+91-6749633715
B1769,P1765,SJ111,2025-11-23 11:37:36.952,UNKNOWN,C8580558,6F,Jeet Pillai,+91-6444629187
B1770,P1727,6F203,2025-08-04 11:37:36.952,CONFIRMED,R4496539,8D,Rajeshri Ratta,+91-6794294847
B1771,P1879,6F138,2025-05-24 11:37:36.952,PENDING,T7004093,1F,Ria Raju,+91-8442451929
B1772,P1814,6F109,2025-08-29 11:37:36.952,UNKNOWN,K1840398,10B,Harinakshi Grover,+91-6963580379
B1773,P1171,AI074,2026-01-01 11:37:36.952,PENDING,W0396620,16E,Watika Tank,+91-8981292633
B1774,P1648,UK161,2026-01-07 11:37:36.952,CANCELLED,W8640788,1B,Jhalak Venkataraman,+91-9445418399
B1775,P1999,AI008,2025-06-19 11:37:36.952,CANCELLED,F9516469,14B,Amara Butala,+91-7467805751
B1776,P1497,UK121,2025-12-27 11:37:36.952,CANCELLED,P2303974,17A,Panini Brar,+91-6918284805
B1777,P1470,6F154,2025-04-26 11:37:36.952,CONFIRMED,P7089870,11A,Qushi Gole,+91-6743692332
B1778,P1383,6F161,2025-08-01 11:37:36.952,CONFIRMED,Y1843113,10D,Chaaya Nagi,+91-9207653333
B1779,P1689,6F153,2026-02-01 11:37:36.952,PENDING,D5848580,22B,Harshil Buch,+91-9358738308
B1780,P1588,6F225,2026-02-10 11:37:36.952,PENDING,F1196047,11B,Falak Merchant,+91-6436660421
B1781,P1699,AI191,2026-02-09 11:37:36.952,PENDING,H9707745,18C,Damini Sehgal,+91-9879976256
B1782,P1506,AI218,2025-08-18 11:37:36.952,CONFIRMED,B8231714,25F,Pooja Ganesan,+91-6983554515
B1783,P1991,6F267,2025-09-28 11:37:36.952,PENDING,Y9539467,25D,Sachi Panchal,+91-7537490935
B1784,P1526,UK125,2025-08-20 11:37:36.952,CANCELLED,F3596053,1B,Sanya Basak,+91-9179105181
B1785,P1803,6F208,2025-08-19 11:37:36.952,PENDING,W4025787,1B,Ira Saran,+91-9655056443
B1786,P1830,6F119,2026-02-12 11:37:36.952,CANCELLED,N0506306,26B,Anvi Bhandari,+91-9990384345
B1787,P1324,AI063,2025-07-11 11:37:36.952,CONFIRMED,A5028164,1E,Falan Ravi,+91-6111756387
B1788,P1213,UK016,2025-06-05 11:37:36.952,CANCELLED,G9091203,2B,Januja Varghese,+91-8245229612
B1789,P1207,6F048,2026-01-13 11:37:36.952,CANCELLED,A9452375,30F,Nathaniel Balasubramanian,+91-8348319133
B1790,P1168,6F266,2025-04-23 11:37:36.952,CANCELLED,D9260098,28A,Luke Sarma,+91-7597645551
B1791,P1329,AI167,2026-02-24 11:37:36.952,CONFIRMED,M7454492,3C,Bakhshi Date,+91-8902264040
B1792,P1279,6F165,2026-01-17 11:37:36.952,CONFIRMED,W9445381,8E,Ekalinga Keer,+91-6777124900
B1793,P1977,SJ104,2025-11-25 11:37:36.952,CONFIRMED,W1896558,14C,Jeevika Pathak,+91-8918286899
B1794,P1304,UK160,2025-06-26 11:37:36.952,CONFIRMED,L6622952,8D,Leela Bali,+91-9156192055
B1795,P1145,UK160,2026-03-21 11:37:36.952,PENDING,L6603616,9C,Mitesh Sengupta,+91-9132731256
B1796,P1774,SJ230,2025-11-28 11:37:36.952,CONFIRMED,R0472660,9B,Kamala Prabhu,+91-8958754004
B1797,P1515,AI042,2025-06-03 11:37:36.952,CANCELLED,C5850153,1A,Sachi Bose,+91-9347389536
B1798,P1089,UK197,2025-05-16 11:37:36.952,CONFIRMED,Z1671560,23E,Laksh Wagle,+91-9714267952
B1799,P1452,AI107,2026-02-05 11:37:36.952,PENDING,B5224413,16E,Jeevika Rao,+91-8430273044
B1800,P1059,SJ128,2025-08-22 11:37:36.952,PENDING,R9406453,7F,Dipta Mallick,+91-8845602677
B1801,P1310,6F121,2026-04-14 11:37:36.952,PENDING,R9057191,34F,Zaid Comar,+91-9566784800
B1802,P1527,AI111,2025-06-30 11:37:36.952,UNKNOWN,K6936561,16B,Atharv Grewal,+91-8866096611
B1803,P1226,SJ137,2026-02-21 11:37:36.952,CONFIRMED,Y7487680,24F,Xalak Vasa,+91-9152802358
B1804,P1473,AI232,2025-11-12 11:37:36.952,CONFIRMED,F3771843,1F,Lila Dalal,+91-6705227409
B1805,P1977,SJ113,2025-10-26 11:37:36.952,CONFIRMED,F2095673,14B,Adweta Lad,+91-7841100072
B1806,P1540,AI117,2025-08-02 11:37:36.952,CANCELLED,Y7323964,17A,Sanaya Kala,+91-7702015917
B1807,P1662,6F185,2025-06-28 11:37:36.952,CANCELLED,E5326769,12C,Bhavika Swaminathan,+91-7571690544
B1808,P1756,AI194,2026-01-26 11:37:36.952,PENDING,T3923852,3B,Ryan Das,+91-7836598184
B1809,P1781,UK045,2026-04-09 11:37:36.952,PENDING,F0914016,13B,Krishna Borah,+91-7654336068
B1810,P1078,6F228,2026-03-20 11:37:36.952,CONFIRMED,J4234719,34B,Siya Gera,+91-6958666421
B1811,P1432,SJ190,2026-04-04 11:37:36.952,CANCELLED,T5515452,25A,Sai Chahal,+91-9447470858
B1812,P1800,AI156,2026-01-06 11:37:36.952,CANCELLED,P9991383,8A,Ekaja Palan,+91-6869465943
B1813,P1152,AI104,2025-04-21 11:37:36.952,UNKNOWN,N4332262,9D,Dhruv Mannan,+91-9601909254
B1814,P1788,UK033,2025-06-22 11:37:36.952,CONFIRMED,R3316806,26C,Charita Dugar,+91-9130362354
B1815,P1400,UK137,2025-05-01 11:37:36.952,PENDING,R0385036,3C,Owen Pathak,+91-8281962431
B1816,P1278,UK214,2025-06-21 11:37:36.952,PENDING,Y8424107,20F,Yashoda Kapur,+91-6242030724
B1817,P1056,6F033,2025-06-07 11:37:36.952,PENDING,T4067582,28D,Jairaj Iyer,+91-9247875836
B1818,P1976,AI114,2025-11-07 11:37:36.952,CONFIRMED,M9062003,26B,Liam Khalsa,+91-8781066645
B1819,P1185,AI017,2026-01-19 11:37:36.952,CONFIRMED,N4614974,21E,Wakeeta Bal,+91-9793303150
B1820,P1397,6F244,2025-12-01 11:37:36.952,PENDING,X3183997,18E,Jalsa Pillay,+91-6376689804
B1821,P1604,6F160,2025-11-27 11:37:36.952,PENDING,Y8609955,1C,Unni Dayal,+91-7253461814
B1822,P1787,6F088,2026-01-05 11:37:36.952,CANCELLED,P6432239,17D,Gabriel Bhatti,+91-6240404944
B1823,P1157,6F155,2025-11-26 11:37:36.952,CANCELLED,D2898115,19E,Dayamai Rao,+91-8344789978
B1824,P1786,AI095,2026-04-15 11:37:36.952,PENDING,J0012762,9B,Varenya Vora,+91-8634409591
B1825,P1692,6F139,2025-05-17 11:37:36.952,PENDING,K2256787,5E,Nirja Rout,+91-7238263447
B1826,P1358,6F101,2025-07-11 11:37:36.952,CANCELLED,G7887058,19A,Ethan Dass,+91-9660661324
B1827,P1439,AI054,2025-06-23 11:37:36.952,PENDING,B6134956,20D,Edhitha Borah,+91-8520278662
B1828,P1588,SJ094,2025-05-18 11:37:36.952,CANCELLED,A5867949,25B,Shivani Shukla,+91-7103980685
B1829,P1465,6F217,2026-01-15 11:37:36.952,CANCELLED,Y7236108,4E,Zansi Padmanabhan,+91-7547944517
B1830,P1662,6F100,2026-04-15 11:37:36.952,CANCELLED,C6620165,23C,Kabir Gopal,+91-9834851529
B1831,P1445,6F081,2026-02-05 11:37:36.952,CONFIRMED,V6457865,21C,Kai Sant,+91-9478026991
B1832,P1749,SJ156,2025-06-17 11:37:36.952,CONFIRMED,D2476400,4D,Yadavi Bhakta,+91-9462472142
B1833,P1800,6F060,2025-06-07 11:37:36.952,PENDING,V6824051,27D,Jeet Vasa,+91-8374184267
B1834,P1742,UK129,2025-08-14 11:37:36.952,CANCELLED,L1224441,33E,Michael Modi,+91-9417941511
B1835,P1487,UK032,2026-02-07 11:37:36.952,CONFIRMED,A2338686,2E,Nitesh Edwin,+91-7998182240
B1836,P1529,AI166,2025-09-23 11:37:36.952,PENDING,L7017036,13A,Ekantika Kar,+91-8969613090
B1837,P1072,SJ056,2025-10-31 11:37:36.952,PENDING,J2386020,22F,Hiral Venkataraman,+91-6680419029
B1838,P1928,SJ101,2025-06-12 11:37:36.952,PENDING,Y8309413,18F,Bhanumati Brar,+91-6726938297
B1839,P1927,SJ065,2025-05-09 11:37:36.952,PENDING,P1979797,9C,Zashil Hegde,+91-8264128494
B1840,P1700,SJ100,2025-04-19 11:37:36.952,PENDING,W4135694,34A,Anvi Dass,+91-8441206349
B1841,P1949,UK011,2025-10-24 11:37:36.952,CANCELLED,B7356748,1E,Chavvi Walla,+91-8635008358
B1842,P1016,6F062,2026-02-17 11:37:36.952,PENDING,Z3940598,3B,Girik Thakkar,+91-9101170123
B1843,P1530,SJ176,2025-08-15 11:37:36.952,CANCELLED,F9442031,23E,Om Dube,+91-7456614938
B1844,P1730,6F120,2025-11-26 11:37:36.952,CONFIRMED,V4907342,3B,Onveer Nazareth,+91-6705076465
B1845,P1325,AI121,2026-03-05 11:37:36.952,PENDING,R7748675,24A,Benjamin Balakrishnan,+91-8171611803
B1846,P1994,UK072,2025-08-30 11:37:36.952,CONFIRMED,V6482308,34F,Finn Bath,+91-7751088958
B1847,P1631,AI006,2026-04-06 11:37:36.952,CANCELLED,L8684196,11B,Alka Kade,+91-7280727140
B1848,P1612,SJ231,2025-05-19 11:37:36.952,CANCELLED,P0586942,30D,Omaja Balasubramanian,+91-9414107655
B1849,P1545,SJ129,2025-06-24 11:37:36.952,UNKNOWN,V3173066,12E,Widisha Mann,+91-7805666604
B1850,P1595,6F110,2025-04-21 11:37:36.952,PENDING,Z1518178,33B,Chasmum Subramanian,+91-8936379822
B1851,P1920,6F231,2025-11-26 11:37:36.952,PENDING,E6559469,2D,Yash Ravi,+91-7352937673
B1852,P1707,6F095,2025-08-09 11:37:36.952,CONFIRMED,E7237179,33E,Chameli Setty,+91-6262676582
B1853,P1841,UK054,2025-05-05 11:37:36.952,CONFIRMED,F3790065,18F,Elijah Bhasin,+91-9159730990
B1854,P1201,SJ123,2025-08-10 11:37:36.952,CONFIRMED,W4779541,29D,Nakul Sarraf,+91-9437112192
B1855,P1343,6F006,2026-01-04 11:37:36.952,PENDING,L3981889,3D,Ojasvi Sule,+91-7596894333
B1856,P1852,UK226,2025-05-04 11:37:36.952,PENDING,V1591579,4E,Ucchal Jani,+91-8496848415
B1857,P1522,AI065,2026-03-07 11:37:36.952,PENDING,V9626838,17E,Harini Dhawan,+91-9541334646
B1858,P1858,6F008,2025-11-25 11:37:36.952,UNKNOWN,G8020761,10B,Dhriti Nagar,+91-9831496025
B1859,P1399,AI195,2025-11-11 11:37:36.952,PENDING,D2190518,7B,Hemani Rastogi,+91-9804013071
B1860,P1217,UK043,2025-08-01 11:37:36.952,UNKNOWN,D8207066,3A,Kalpit Prabhakar,+91-6588210640
B1861,P1444,AI125,2025-10-15 11:37:36.952,CONFIRMED,X2372982,25E,Yutika Cherian,+91-7340414769
B1862,P1764,AI089,2025-10-05 11:37:36.952,PENDING,J8649703,21A,Eiravati Khurana,+91-9627024480
B1863,P1221,UK019,2026-02-12 11:37:36.952,CONFIRMED,L7896833,22C,Unnati Das,+91-9114248235
B1864,P1382,UK078,2025-09-27 11:37:36.952,CANCELLED,T7312315,22C,Amara Sengupta,+91-6831589220
B1865,P1880,SJ009,2025-07-28 11:37:36.952,CANCELLED,L7052187,15E,Yug Dhaliwal,+91-8863332016
B1866,P1591,UK178,2026-01-28 11:37:36.952,CONFIRMED,J4045883,7A,Gunbir Bedi,+91-8168602871
B1867,P1006,UK018,2025-11-23 11:37:36.952,CONFIRMED,K7012350,13D,Bina Rajagopalan,+91-9222224928
B1868,P1271,SJ059,2026-04-10 11:37:36.952,CANCELLED,L6891097,29E,Omya Kothari,+91-9677379805
B1869,P1738,UK108,2026-02-04 11:37:36.952,CONFIRMED,B2344568,19C,Nathaniel Narang,+91-9607910712
B1870,P1015,6F045,2025-04-25 11:37:36.952,CANCELLED,X4036640,5D,Dhriti Gupta,+91-7244646506
B1871,P1423,AI144,2025-10-04 11:37:36.952,CANCELLED,Y5737831,23E,Nathaniel Tara,+91-9493044791
B1872,P1523,AI244,2025-07-09 11:37:36.952,PENDING,R2927318,26E,Yutika Sibal,+91-7863076502
B1873,P1802,6F265,2025-04-25 11:37:36.952,CONFIRMED,B2915854,11B,Wishi Morar,+91-7287958875
B1874,P1752,6F108,2026-01-26 11:37:36.952,CONFIRMED,K1651854,16E,Widisha Bajaj,+91-9955876358
B1875,P1020,6F069,2025-06-17 11:37:36.952,PENDING,N0734467,17D,Gautam Ramaswamy,+91-7880777200
B1876,P1689,6F072,2025-06-14 11:37:36.952,CANCELLED,D5958417,18F,Yashasvi Shankar,+91-6556012552
B1877,P1938,6F096,2025-11-09 11:37:36.952,CONFIRMED,C7050221,33F,Wridesh Kale,+91-6534317284
B1878,P1227,SJ233,2025-12-31 11:37:36.952,PENDING,X8141344,31D,Ira Bava,+91-6857238597
B1879,P1784,AI203,2025-12-03 11:37:36.952,PENDING,X4837740,9E,Chandresh Manda,+91-7675541228
B1880,P1287,UK147,2026-03-08 11:37:36.952,CONFIRMED,N4330265,2E,Warda Singhal,+91-9859221556
B1881,P1808,UK039,2025-08-26 11:37:36.952,PENDING,F1836677,8E,Bhavika Yadav,+91-9546126710
B1882,P1133,6F216,2025-10-17 11:37:36.952,CANCELLED,P6102563,18B,Abhiram Chokshi,+91-6244340189
B1883,P1983,AI214,2025-11-17 11:37:36.952,PENDING,E2349980,5B,Raagini Desai,+91-9554597289
B1884,P1282,UK025,2025-08-31 11:37:36.952,CANCELLED,W3675901,31D,Aishani Pau,+91-6451540744
B1885,P1403,UK053,2025-08-10 11:37:36.952,CANCELLED,E4461440,11B,Neha Pau,+91-7934151436
B1886,P1664,6F130,2026-02-12 11:37:36.952,UNKNOWN,M1746564,9D,Chakradev Rattan,+91-6218158489
B1887,P1065,6F247,2026-03-09 11:37:36.952,PENDING,W6372631,23F,Charan Hayer,+91-9757495663
B1888,P1648,6F159,2025-12-25 11:37:36.952,CANCELLED,Z5592277,25C,Janani Mani,+91-6420652120
B1889,P1603,UK086,2026-02-24 11:37:36.952,CANCELLED,Y0038502,22C,Ethan Raju,+91-6882336194
B1890,P1436,6F102,2025-08-30 11:37:36.952,PENDING,G4448672,12E,Yamini Seshadri,+91-7714892127
B1891,P1828,UK186,2026-01-26 11:37:36.952,CANCELLED,A4733145,18D,Ati Dani,+91-6501355420
B1892,P1933,6F032,2025-08-24 11:37:36.952,PENDING,T4932511,17F,Kabir Chatterjee,+91-9664770094
B1893,P1258,6F186,2025-08-02 11:37:36.952,CONFIRMED,V7953120,19A,Meera Prakash,+91-8406461916
B1894,P1979,6F106,2026-02-24 11:37:36.952,CANCELLED,H7766183,4F,Harinakshi Pau,+91-8639070425
B1895,P1965,AI021,2025-10-05 11:37:36.952,CANCELLED,B0187314,14E,Maanas Issac,+91-6448507042
B1896,P1102,AI157,2025-11-30 11:37:36.952,PENDING,C1436786,11F,Yashodhara Ratti,+91-6959195052
B1897,P1992,6F054,2025-11-01 11:37:36.952,PENDING,A7818710,26F,Xiti Baria,+91-8554455523
B1898,P1566,AI187,2025-10-03 11:37:36.952,PENDING,K2570680,10D,Chakradev Barad,+91-7362412963
B1899,P1768,SJ124,2025-09-28 11:37:36.952,PENDING,C5423060,4B,Laksh Nath,+91-7158228844
B1900,P1100,SJ223,2025-10-06 11:37:36.952,CANCELLED,F8655052,11C,Urvi Venkataraman,+91-6202904878
B1901,P1197,UK103,2025-04-25 11:37:36.952,CONFIRMED,K2066701,21A,Tanmayi Dixit,+91-8443338079
B1902,P1812,SJ157,2026-02-08 11:37:36.952,CONFIRMED,X9201663,14F,Yutika Dey,+91-7238217410
B1903,P1225,6F242,2025-11-06 11:37:36.952,CONFIRMED,E2400539,9B,Falak Nagar,+91-7150671530
B1904,P1942,UK213,2025-07-01 11:37:36.952,CONFIRMED,M6201901,8B,Nicholas Ramaswamy,+91-8673576866
B1905,P1462,SJ120,2026-02-13 11:37:36.952,PENDING,K3391332,24B,Chandani Nayar,+91-9225352608
B1906,P1236,AI035,2025-08-11 11:37:36.952,CANCELLED,G2394564,22B,Yashica Upadhyay,+91-7426717385
B1907,P1025,6F147,2026-01-14 11:37:36.952,CANCELLED,F8644976,1B,Vrishti Mistry,+91-8726689236
B1908,P1120,SJ229,2025-08-09 11:37:36.952,CANCELLED,V6634209,23B,Vaishnavi Badal,+91-9905686686
B1909,P1909,AI230,2025-11-14 11:37:36.952,PENDING,R7349852,31B,Jyoti Narula,+91-8534614025
B1910,P1505,UK162,2025-06-10 11:37:36.952,CANCELLED,C5266559,5C,Imaran Saha,+91-9920371612
B1911,P1181,AI066,2025-05-29 11:37:36.952,PENDING,N2538096,27C,Darika Bala,+91-6386260684
B1912,P1710,6F205,2025-09-09 11:37:36.952,CANCELLED,T5336952,19D,Urvi Lanka,+91-8921073156
B1913,P1813,AI124,2025-05-24 11:37:36.952,CONFIRMED,N6535389,27B,Vedant Behl,+91-8903091954
B1914,P1766,UK114,2025-10-19 11:37:36.952,PENDING,H2436792,20A,Varsha Garde,+91-8609835246
B1915,P1633,AI231,2025-06-03 11:37:36.952,CANCELLED,C2763835,18B,Lajita Divan,+91-8541119217
B1916,P1542,AI113,2025-10-30 11:37:36.952,CONFIRMED,W5863906,7D,Xavier Balay,+91-7417865266
B1917,P1983,UK180,2025-08-03 11:37:36.952,UNKNOWN,X7939981,27A,Imaran Halder,+91-8341166057
B1918,P1314,UK180,2025-10-07 11:37:36.952,CONFIRMED,V1168371,2B,Anirudh Sastry,+91-6633760050
B1919,P1990,6F080,2026-03-17 11:37:36.952,PENDING,G7260720,7C,Dipta Sahota,+91-9974582300
B1920,P1796,SJ095,2025-05-11 11:37:36.952,PENDING,T8082649,14A,Max Sachar,+91-7231518435
B1921,P1617,SJ115,2025-04-24 11:37:36.952,CANCELLED,K6394762,21F,Samar Roy,+91-8254779707
B1922,P1735,AI142,2025-05-14 11:37:36.952,CONFIRMED,X2645633,7D,Yachana Sinha,+91-7903213869
B1923,P1272,UK169,2025-11-28 11:37:36.952,CANCELLED,X9403694,33F,David Devi,+91-6817012115
B1924,P1909,SJ041,2025-05-04 11:37:36.952,CANCELLED,D2664971,27D,Zilmil Johal,+91-6542052973
B1925,P1231,UK171,2025-04-20 11:37:36.952,CONFIRMED,W3353910,7D,Ekta Sridhar,+91-6282330232
B1926,P1419,AI081,2025-11-27 11:37:36.952,CANCELLED,M9016399,18F,Krisha Murthy,+91-6917567004
B1927,P1767,AI162,2026-01-28 11:37:36.952,PENDING,C3334437,27D,Oscar Sharaf,+91-7836212307
B1928,P1441,SJ037,2026-01-23 11:37:36.952,CANCELLED,J8140984,6F,Hema Pandya,+91-6176406146
B1929,P1495,SJ037,2025-11-05 11:37:36.952,CONFIRMED,P7930148,6A,Aishani Sule,+91-9111190448
B1930,P1023,UK080,2025-12-16 11:37:36.952,PENDING,K9910042,3B,Rehaan Koshy,+91-9547743639
B1931,P1108,SJ031,2025-09-26 11:37:36.952,PENDING,D6801990,16C,Arya Misra,+91-7230989946
B1932,P1702,AI199,2025-12-28 11:37:36.952,CANCELLED,G4854842,4B,Umang Mishra,+91-8312044441
B1933,P1501,6F082,2025-05-28 11:37:36.952,CANCELLED,C6079179,7B,Bhavya Johal,+91-9163093805
B1934,P1858,UK217,2026-04-12 11:37:36.952,PENDING,C5711713,9F,Vrinda Nadig,+91-6725955807
B1935,P1024,UK014,2026-04-13 11:37:36.952,CANCELLED,K0247028,6C,Varsha Palla,+91-6228023421
B1936,P1186,SJ180,2026-01-11 11:37:36.952,CONFIRMED,E8745271,14D,Anusha Mani,+91-9647690382
B1937,P1287,6F268,2026-02-19 11:37:36.952,CANCELLED,M7646391,16E,Jairaj Raghavan,+91-6140275218
B1938,P1627,UK205,2026-04-07 11:37:36.952,CANCELLED,Z7491619,19B,Megha Pai,+91-7788714643
B1939,P1337,SJ212,2025-07-22 11:37:36.952,PENDING,E1540131,22B,Madhav Mannan,+91-8155189435
B1940,P1877,UK052,2025-06-25 11:37:36.952,CANCELLED,P9626168,17C,Brijesh Mani,+91-8279551855
